region,location,street_address,num_of_rooms,size,fee,final_price,initial_price,year_built
Sundbyberg,Sundbyberg,Lötsjövägen 79,2,68.8 ,3095,2200000,1895000,1941
Stockholm,Årsta,Järnlundsvägen 20,2,55 ,3599,2700000,2700000,1951
Stockholm,Stockholm,"Valhallavägen 148 C, 1 tr",3,79 ,2826,7500000,6950000,1973
Stockholm,Vasastan,"Tomtebogatan 46, 5tr",2,83 ,4397,6900000,4975000,1908
Stockholm,Aspudden,Pilgrimsvägen 70,1,38 ,2485,2740000,2295000,1912
Stockholm,Östermalm,Riddargatan 29 b,2,48 ,1507,4500000,4100000,1902
Stockholm,Vasastan,"Sonja Kovalevskys gata 11, 11 tr",2,35 ,1750,3550000,3150000,2017
Stockholm,Midsommarkransen,"Midsommarvägen 49, 2 tr ",3,70 ,3125,5300000,4395000,2017
Stockholm,Södermalm,Fredmansgatan 7,2,44 ,2121,4600000,3995000,1878
Stockholm,Östermalm,"Skeppargatan 102, 4tr",2,44.5 ,2291,4275000,3795000,1878
Stockholm,Vasastan,"Kungstensgatan 53, 1/2 tr gårdshuset",2,54.5 ,3262,5110000,4395000,1884
Sollentuna,Helenelund,Pilvägen 34,2,65 ,3740,2100000,1995000,1970
Stockholm,Hornstull,Lundagatan 52,2,37 ,1919,3100000,2985000,1932
Stockholm,Nytorget,"Bondegatan 24, 4tr",1,25 ,1439,2755000,2495000,1938
Stockholm,Blåsut,Hållövägen 11,2,41.5 ,2612,3005000,2495000,1938
Stockholm,Traneberg,Kebnekaisevägen 20,2,41 ,2528,2600000,2295000,1939
Sollentuna,Edsängen,Hovslagarevägen 11,3,69 ,3955,2800000,2295000,2019
Stockholm,Södermalm,Tideliusgatan 67 ,1.5,31 ,1314,2600000,2095000,2019
Solna,SKYTTEHOLM,"Ankdammsgatan 28, vån 6 av 6",2,56 ,2776,2900000,2900000,1959
Stockholm,Vasastan,"Västmannagatan 86, 2 tr",2,42 ,2024,4200000,4200000,1906
Nacka,Nacka,"Ektorpsvägen 11, 2 tr",1.5,32 ,1373,2000000,1795000,1906
Stockholm,Södermalm,"Kristinehovsgatan 5 B, 1tr",1,26 ,1702,2500000,1995000,1906
Stockholm,Östermalm,Östermalmsgatan 83,6,192 ,7165,22600000,17900000,1903
Stockholm,Gröndal,Ekensbergsvägen 118 A,3.5,81 ,4576,4010000,2995000,1947
Stockholm,Östermalm,Torstenssonsgatan 7,5,127 ,4664,16700000,13950000,1894
Stockholm,Östermalm,"Grev Magnigatan 17C, 3 tr. ö.g.",2,57 ,1627,6400000,5750000,1886
Stockholm,Kungsholmen,Harry Martinsons gata 11,4,98 ,4224,7500000,7250000,2012
Stockholm,Gärdet,"Sandhamnsgatan 75B, 8tr",2,47 ,3017,4700000,4495000,2018
Stockholm,Vasastan,"Rådmansgatan 46, 4 tr",1,24 ,1534,2520000,2350000,2011
Stockholm,Kungsholmen,Levertinsgatan 3,3.5,80 ,4758,4725000,4450000,1931
Stockholm,Vasastan,Gästrikegatan 16A,2,32 ,1242,3680000,2975000,1901
Stockholm,Östermalm,Styrmansgatan 14 A,3,105 ,3431,11000000,11000000,1917
Sundbyberg,CentralaSundbyberg,Vintergatan 1,2,53 ,2623,3750000,3495000,2016
Stockholm,Traneberg,Tranebergsvägen 58,2,54 ,3193,3400000,2995000,1938
Sollentuna,Norrviken,Länsmansvägen 51,2,70 ,3262,3020000,2995000,1970
Sollentuna,Helenelund,"Stupvägen 65, 1 tr",3,78 ,3868,2795000,2650000,1970
Solna,Huvudsta,"Ingentingsgatan 5, 2 tr",4,118.5 ,5140,5100000,4895000,1962
Sundbyberg,CentralaSundbyberg,Friluftsvägen 3,2,59 ,1521,3150000,2995000,1954
Stockholm,Gubbängen,Sicklingsvägen 6,4,78 ,4410,3695000,3695000,1947
Sundbyberg,CentralaSundbyberg,"Tulegatan 18, 4 tr",4,84 ,3943,6600000,5995000,2014
Stockholm,HammarbySjöstad,Ljusslingan 36,1.5,31 ,2060,2725000,2725000,1930
Stockholm,NorraDjurgårdsstaden,"Slåttervallsgatan 1, 3tr",3,79 ,4387,5700000,2725000,2016
Stockholm,Kungsholmen,"Sysslomansgatan 24, 1tr",1,35 ,1743,2700000,2395000,1939
Stockholm,Kungsholmen,Kungsklippan 14,1.5,30 ,2424,2800000,2495000,1934
Stockholm,Älvsjö,Stamgatan 57 NB,1.5,37 ,2762,1600000,1490000,1957
Stockholm,Solberga,Kristallvägen 22,4,83 ,3746,3400000,3150000,1950
Stockholm,Vasastan,"Torsplan 8, vån 7",3,79 ,4611,7700000,7700000,2019
Nacka,Neglinge,Syrenparken 19,1,51 ,3718,2400000,2400000,2019
Stockholm,Kungsholmen,"Sankt Göransgatan 96, 4tr",2.5,58 ,3021,4320000,3995000,1992
Nacka,Sickla,"Sickla Allé 9, 2tr",3,85 ,4739,4795000,4795000,2006
Nacka,JärlaSjö,Gustaf de lavals torg 8,1,34 ,1984,2550000,2395000,2017
Stockholm,Hägerstensåsen,"Inteckningsvägen 13, 2 tr",2,55 ,2426,2710000,2350000,1945
Stockholm,Kungsholmen,Pontonjärgatan 4,1,27 ,1873,2700000,2275000,1931
Stockholm,Kungsholmen,Igeldammsgatan 10,2,47 ,2785,4125000,3575000,1929
Stockholm,NedreGärdet,Värtavägen 33,2,74 ,3185,6540000,5995000,1934
Solna,Bergshamra,Illerstigen 14,4,97 ,5014,6000000,5995000,1968
Stockholm,Årsta,"Steningevägen 3, 7tr",3,69 ,3112,5500000,4795000,1947
Stockholm,Östermalm,Furusundsgatan 6,2,49.5 ,2953,3600000,3495000,1938
Stockholm,Bromma,Ståltrådsvägen 26,2,54 ,2500,2420000,2195000,1945
Stockholm,Kungsholmen,Svarvargatan 7,4,103 ,5324,9895000,9900000,1897
Solna,Järvastaden,Honnörsgatan 19,2,57 ,2983,3200000,2895000,2009
Stockholm,Vasastan,Rörstrandsgatan 56A,4,96 ,5477,8550000,7995000,1907
Nacka,Björknäs,Talluddsvägen 7D,2,52 ,3583,2250000,1995000,1960
Stockholm,Bromma,"Käglestigen 6, 2tr",2,53 ,3835,3150000,3150000,1938
Nacka,Alphyddan,"Alphyddevägen 53, 1 tr",3,76 ,3977,3750000,3295000,1963
Stockholm,Farsta,Arvikagatan 31,2.5,72 ,3506,2600000,2150000,2011
Stockholm,Bagarmossen,Svartågatan 63,2,54 ,3870,2900000,2295000,1954
Stockholm,Bromma,Brålunden 13,1,37 ,1604,2400000,1995000,1935
Stockholm,Vasastan,Bigarråvägen 4,2.5,73 ,3681,3910000,3850000,1992
Stockholm,Vårberg,Båtholmsbacken 19,3,83 ,3935,2400000,2400000,1967
Stockholm,StoraEssingen,"Badstrandsvägen 31, 2tr",2,38 ,1742,2750000,2495000,1938
Solna,Solna,Meanderslingan 36,4,95 ,5545,4650000,4700000,2015
Stockholm,Vällingby,"Östersundsgatan 4, Markplan med uteplats (22012)",2,61 ,3228,2610000,2195000,2017
Stockholm,Midsommarkransen,Lötmogatan 7,2,45 ,3825,3450000,2995000,1940
Stockholm,Ekhagen,Ekhagsvägen 6,2,67 ,3711,4225000,3895000,1935
Stockholm,Vällingby,"Jämtlandsgatan 107, Markplan med uteplats (11011)",2,66 ,3493,2800000,2800000,2019
Stockholm,Vasastan,Sveavägen 134,2,32 ,1817,2700000,2750000,1937
Stockholm,Telefonplan,Snickerigatan 9,2,65 ,3852,3350000,3150000,2015
Stockholm,Aspudden,"Fastlagsvägen 55, 2tr",3.5,66 ,3737,4100000,3395000,1943
Stockholm,Stockholm,"Gröndalsvägen 170, våning 3",4,83 ,2498,4500000,4750000,1981
Stockholm,Vasastan,"Döbelnsgatan 53, 3 tr",3,87 ,3917,9000000,9000000,1909
Stockholm,Akalla,Saimagatan 3,3,73 ,3919,2140000,1995000,1976
Stockholm,Farsta,"Molkomsbacken 24, VÅN8",5,100 ,3437,3600000,3600000,1959
Stockholm,Högdalen,"Skebokvarnsvägen 247, 2 tr",2,57.5 ,3128,2365000,2150000,1956
Stockholm,Norrmalm,Regeringsgatan 86,3,121 ,5068,12000000,10950000,1904
Stockholm,Vasastan,Dalagatan 24,2,36 ,1703,3820000,3495000,1884
Stockholm,Östermalm,Artillerigatan 50,3,86 ,3206,10400000,8950000,1898
Stockholm,Östermalm,Artillerigatan 53,4,132 ,5113,15175000,13000000,1886
Stockholm,Östermalm,Wittstocksgatan 3 C,4,120 ,1451,15300000,14500000,1925
Stockholm,NorraDjurgårdsstaden,Bobergsgatan 12,2,43.5 ,2763,3375000,3495000,2014
Stockholm,Riksby,Drottningholmsvägen 310,4,78 ,4897,3800000,3775000,1943
Stockholm,Årsta,"Järnlundsvägen 10, 3/3tr",2,55 ,3599,2750000,2450000,1950
Stockholm,Spånga,"Holmingegränd 15, 1tr",2,61.5 ,4460,1570000,1450000,1968
Stockholm,Kungsholmen,Creutzgatan 11,2,37 ,1994,3200000,2950000,1968
Stockholm,Östermalm,Narvavägen 8,4,122 ,5201,20000000,20000000,1909
Sollentuna,Häggvik,Ugglevägen 9,2,52 ,3012,2300000,2295000,2014
Stockholm,Södermalm,"Östgötagatan 29, 2 tr",4,84 ,2101,8350000,6895000,1912
Sollentuna,Kärrdal,"Lomvägen 55, bv",2,69 ,3527,2250000,1995000,1975
Stockholm,Östermalm,Skeppargatan 58,2,59 ,2195,6000000,5500000,1924
Stockholm,Aspudden,Vallfartsvägen 6,2,39 ,2432,2860000,2495000,1939
Nacka,Nacka,Finnboda Parkväg 22A,2,68 ,3871,3250000,3295000,1939
Stockholm,Södermalm,Allhelgonagatan 10,2,76 ,4305,5250000,4995000,1930
Sundbyberg,Ursvik,Ursviks allé 35,2,39 ,2619,2250000,2250000,2014
Stockholm,Spånga,Flystagränd 1,3,79 ,4190,2600000,2295000,1948
Stockholm,Älvsjö,Stora Kvinns väg 78,2,73 ,4693,4000000,3795000,1910
Sollentuna,Silverdal,Johannesbergsplan 22,2,66 ,4169,3100000,3000000,2013
Stockholm,Midsommarkransen,Bäckvägen 81,2,44 ,3405,2600000,2050000,1940
Sollentuna,Tureberg,Bygatan 46,3,87 ,4904,2650000,2495000,1940
Sollentuna,CentralaSollentuna,"Sofielundsvägen 13, 1tr",4,96 ,5050,3510000,3450000,1989
Stockholm,Katarina,Dalslandsgatan 7,2,37.5 ,1761,3575000,3150000,1931
Stockholm,Bromma,Follingbogatan 6,2,77 ,3374,3850000,3595000,1930
Stockholm,Gröndal,Gröndalsvägen 23,1.5,32 ,1449,2600000,2395000,1913
Stockholm,Vasastan,Upplandsgatan 36 B ,3,64 ,3159,7500000,6395000,1882
Stockholm,Västertorp,Västertorpsvägen 12,4,92 ,5911,4200000,4200000,1996
Stockholm,Kungsholmen,"Kungsklippan 11, vån 4",1,27 ,2287,2565000,2395000,1938
Stockholm,Kungsholmen,Mitisgatan 4,4,83 ,4325,6500000,6500000,1896
Stockholm,Gubbängen,"Sicklingsvägen 13, 2tr",3,68 ,3812,2750000,2495000,1947
Stockholm,Fruängen,Ellen Fries Gata 13,4,99 ,5821,4050000,3600000,1958
Nacka,Ekudden,"Ekuddsvägen 6, 5 tr",2,64 ,3285,3600000,3495000,2011
Stockholm,Östermalm,"Strindbergsgatan 38, 3 tr",3,77.5 ,3720,6700000,5995000,1973
Stockholm,Kungsholmen,"Creutzgatan 3, 3 tr",1.5,38 ,1223,3495000,3195000,1927
Stockholm,Liljeholmen,Liljeholmstorget 6,2.5,75.5 ,3458,4175000,4295000,1927
Stockholm,Midsommarkransen,Kransbindarvägen 49,2,35 ,2235,2650000,2195000,1940
Stockholm,Bagarmossen,"Svartågatan 41, 2tr",2,54 ,3870,2420000,2195000,1954
Stockholm,HammarbySjöstad,Hammarby Allé 55B,3,85 ,4695,5810000,5495000,2014
Stockholm,Östermalm,Smedsbacksgatan 28,1,34 ,1990,2800000,2495000,1939
Stockholm,Maria,Hornsgatan 70,2,70 ,3979,5650000,5450000,1907
Stockholm,Katarina,"Folkungagatan 69, 6tr ",2,48 ,1456,4350000,3995000,1907
Stockholm,Örnsberg,Ivar Vidfamnes gata 1,2,54 ,3048,3600000,5795000,1948
Sundbyberg,CentralaSundbyberg,Mariagatan 6,1.5,30 ,2071,2420000,1995000,1930
Stockholm,Midsommarkransen,Tellusborgsvägen 92,1.5,36 ,2060,2725000,2195000,2012
Stockholm,Vällingby,Vällingbyvägen 134,2,60 ,3010,2150000,2150000,1956
Stockholm,Älvsjö,Älvsjö Torg 19,3,77 ,3258,3650000,2995000,2015
Stockholm,NorraDjurgårdsstaden,"Settergatan 8, 2tr",3,71 ,3920,5800000,2995000,2018
Stockholm,Telefonplan,"Riksdalervägen 9, 1 tr.",2.5,63 ,2295,3100000,2795000,1948
Sundbyberg,Sundbyberg,Hamngatan 13B,4,91.5 ,4567,6775000,6775000,2017
Stockholm,Årsta,"Sköntorpsvägen 108, 3 tr",2,57 ,3017,2900000,2495000,1945
Nacka,Sickla,"Sickla Allé 13, 11tr",2.5,47.5 ,2699,3275000,2995000,1959
Stockholm,Husby,"Stavangergatan 32, 5tr",3,76 ,5084,1850000,1795000,1974
Stockholm,Vasastan,"Hagagatan 38, 4tr",5,119 ,5134,10550000,9495000,1926
Stockholm,Vasastan,"Rådmansgatan 76C, 4tr",3,78 ,3108,6800000,6295000,1979
Stockholm,Örnsberg,"Jarl Kulles Gata 1, vån 5 av 5",2,62 ,3493,3800000,3195000,2011
Sollentuna,Silverdal,Margreteborgsvägen 13,3,73 ,3837,3500000,3395000,2011
Stockholm,Älvsjö,Stamgatan 90,3,78 ,5201,2400000,2095000,1960
Stockholm,Vasastan,Tomtebogatan 9,2,61 ,2415,5200000,4995000,1905
Sollentuna,Tureberg,Engelbrekts väg 73 G,3,88.8 ,4715,2950000,2795000,1998
Nacka,Finntorp,Blomstervägen 2 ,2,63.5 ,3264,3100000,2695000,1977
Nacka,Saltsjö,Gnejsvägen 20A,4,107 ,3895,4820000,4995000,1977
Stockholm,Kungsholmen,Strålgatan 8,2,45 ,3136,2700000,2995000,1938
Stockholm,Kungsholmen,"Pär Lagerkvists Gata 6, vån 7/7",2,64 ,3156,4700000,4250000,2008
Nacka,Ekudden,Ekuddsvägen 6,3,85 ,4350,3850000,3495000,2008
Stockholm,Örby,Åkerögränd 10,3,76 ,4962,2350000,1995000,1959
Sundbyberg,SundbybergCentrum,Råstensgatan 10,2,53 ,2750,3525000,2695000,1996
Stockholm,Globen,Gullmarsvägen 12,2,53 ,3571,3500000,2995000,1946
Stockholm,HammarbySjöstad,Aktergatan 26,2,44 ,3135,3120000,2695000,2002
Stockholm,Vasastan,"Döbelnsgatan 47, 1,5tr",3,79 ,3791,6800000,6395000,1929
Stockholm,Bromma,"Bällstavägen 52, 5tr",3,86 ,3763,4400000,3895000,2015
Stockholm,Hammarbyhöjden,Kalmgatan 26,4,86 ,5198,5000000,4695000,1992
Sollentuna,Edsängen,Frestavägen 28,3,71 ,3693,2625000,2595000,2012
Stockholm,Kungsholmen,"Norr Mälarstrand 88, 3 tr",2,35.7 ,1419,3850000,3295000,1926
Stockholm,Gröndal,"Maskinistgatan 9, 2tr",1.5,35 ,2591,2760000,1995000,1926
Stockholm,Liljeholmen,"Liljeholmstorget 54, vån 4",3,75 ,2079,5480000,5250000,2004
Stockholm,Gröndal,"Fregattvägen 77, 2tr",2,47 ,3373,2850000,2295000,1943
Stockholm,Hägersten,Hertigvägen 16,3,70 ,4133,4300000,4350000,1948
Sundbyberg,CentralaSundbyberg,Svalgränd 3B,1.5,39 ,2616,2450000,2250000,1932
Stockholm,Årsta,"Sköntorpsvägen 115, 3 tr.",2,41 ,2852,2720000,2245000,1963
Stockholm,Enskede,Bastuhagsvägen 4,2,57 ,3243,2735000,1995000,1952
Stockholm,Bromma,"Björketorpsvägen 7, vån 5",4,96 ,5188,3950000,3795000,2008
Stockholm,Kungsholmen,"Sankt Göransgatan 153, vån 9",1,24.5 ,1523,2360000,1995000,1949
Stockholm,Vasastan,"Tomtebogatan 51, 1 tr",2,57 ,3042,5460000,5250000,1907
Stockholm,Vasastan,"Upplandsgatan 53, 3 tr",2,60 ,1886,6000000,5895000,1898
Stockholm,Kungsholmen,"Lidnersgatan 2, 5 tr",2,48 ,3860,3650000,3250000,1938
Stockholm,Bromma,Karen Blixens gata 13,2,61 ,3567,2625000,2395000,2014
Stockholm,Bredäng,"Järnbärarvägen 16, 6 tr",3,82 ,3931,2675000,2675000,1966
Stockholm,Mariehäll,Kratsbodavägen 50B,3,71 ,4198,4130000,3495000,2016
Stockholm,Östermalm,"Grevgatan 20, Bv ",1,24 ,1128,3100000,2695000,1884
Stockholm,Annedal,Dartanjangs gata 14,3,83.5 ,3607,4300000,3895000,2014
Solna,SolnaC,Klippgatan 16C 8 tr,1.5,46 ,2405,2670000,2395000,2014
Stockholm,Kungsholmen,Kungsbro strand 19,3,72 ,5235,8345000,8495000,1934
Solna,Bergshamra,Hjortstigen 2C,4,87.4 ,5255,5660000,4895000,1998
Stockholm,Älvsjöcentrum,Sjättenovembervägen 209,4,140 ,5421,5800000,5195000,2013
Stockholm,Kungsholmen,Lindhagensterrassen 19,2,59.5 ,2506,4200000,4150000,2009
Solna,Frösunda,"Gustav III:s Boulevard 117, 6 tr",3,68 ,4249,4057000,3595000,2007
Stockholm,Hammarbyhöjden,Björnståhlsgatan 2A,2,51 ,3186,2900000,2495000,1939
Stockholm,HammarbySjöstad,"Rorgängargatan 9, 6tr",3,84 ,4131,5600000,5495000,2006
Stockholm,Södermalm,Södermannagatan 8,1,29 ,1153,3150000,2695000,1913
Stockholm,Kungsholmen,"Stagneliusvägen 26, 3tr",2,47.5 ,3304,3515000,3395000,1937
Stockholm,Älvsjö,Johan Skyttes Väg 370,3.5,111 ,6797,4850000,4490000,1909
Stockholm,Älvsjö,Prästgårdsgränd 10,3,75 ,4005,3245000,2850000,1985
Stockholm,Hornsbergsstrand,Lars Forssells gata 26,2,49 ,3145,4000000,3795000,2013
Nacka,Hedvigslund,"Lillvägen 7, 1tr",2,66 ,4010,2200000,2195000,1993
Stockholm,Kungsholmen,"Norr Mälarstrand 86, 1/2 tr",3,87 ,3213,5850000,5750000,1927
Stockholm,Norrmalm,"Sveavägen 60, 5 tr",4,124 ,6717,8800000,8495000,1931
Stockholm,Skärmarbrink,Palandergatan 23,2,40 ,2741,2600000,2295000,1939
Nacka,Ältacentrum,"Almvägen 11, 5 tr",2,63 ,5321,1660000,1580000,1993
Sundbyberg,Rissne,Lavettvägen 44,4,96.7 ,5209,3050000,2895000,1983
Sundbyberg,Sundbyberg,Järnvägsgatan 58,4,86 ,4379,4325000,3995000,1965
Stockholm,Södermalm,"Åsögatan 106, 1 tr",2,70 ,3609,4710000,4475000,1999
Stockholm,Östermalm,"Brantingsgatan 32, 2 tr",1,26 ,1724,2830000,2800000,1938
Stockholm,Gröndal,"Gröndalsvägen 159, 1tr",3,83 ,4209,4600000,4450000,1982
Stockholm,Östermalm,"Linnégatan 3, 3 tr",5,120 ,6573,11950000,11950000,1937
Stockholm,Södermalm,"Högbergsgatan 46, 6 tr",2,45 ,1637,4310000,3495000,1977
Stockholm,Västertorp,Skidvägen 16,2,55 ,3101,2870000,2395000,1949
Stockholm,Västertorp,Bandyvägen 44,3,78 ,3997,4050000,3375000,1953
Nacka,Orminge,Ornövägen 32,1.5,37 ,2394,1600000,1575000,1970
Nacka,Nacka,Tollare Torg 2,3,81 ,3801,3700000,3595000,1970
Stockholm,Hökarängen,"Pepparvägen 45, bv",3,80 ,5413,3045000,2695000,2011
Stockholm,Gärdet,"Kampementsgatan 4, 3 tr",3,85 ,4005,5200000,4975000,1963
Stockholm,Fredhäll,"Ernst Ahlgrens väg 8, 1,5tr",2,41 ,2260,3410000,4975000,1931
Stockholm,Östermalm,Artillerigatan 14,3,70 ,2455,9600000,7500000,1906
Stockholm,Östermalm,Bältgatan 5,3,73 ,3695,9500000,9500000,2018
Stockholm,Östermalm,Grev Magnigatan 17B,4,99 ,4131,13750000,13900000,1929
Stockholm,Katarina,Tideliusgränd 7,3,75 ,4237,5690000,5690000,2019
Solna,CentralaSolna,"Sagagatan 13, bv",5,113 ,5185,4350000,4350000,1952
Stockholm,Östermalm,Storskärsgatan 3,2,41 ,1881,3970000,3495000,1938
Stockholm,Hornstull,Hornsbruksgatan 5A,3,79.4 ,3381,6015000,5495000,1971
Stockholm,Sickla,"Korphoppsgatan 28, 3tr",2,60 ,4004,4400000,3995000,2003
Solna,Råsunda,Södra Långgatan 41,2,68 ,4146,4550000,3895000,1926
Stockholm,Katarina,Nytorgsgatan 15,2,56 ,2988,4350000,3995000,1938
Stockholm,Katarina,Hallandsgatan 34,1,34 ,1823,2960000,2695000,1927
Stockholm,Sätra,"Kungssätravägen 29 B, 4 tr",2,56.1 ,3542,2310000,1890000,2001
Stockholm,Hässelby,"Hundlokegränd 20, Vån 2",3,63 ,3774,2565000,2295000,2018
Stockholm,Hornstull,Heleneborgsgatan 3,3,75 ,2941,6420000,5495000,1912
Stockholm,Abrahamsberg,Stopvägen 116,3.5,66 ,3835,3675000,2995000,1943
Stockholm,Älvsjö,Slättåkragränd 15,2,71 ,3659,2200000,1790000,1968
Stockholm,Hägerstensåsen,Sparbanksvägen 45,2,42 ,2990,2710000,1995000,1946
Stockholm,Östermalm,Styrmansgatan 57,2,62 ,2920,7000000,6195000,1932
Stockholm,Hornstull,"Heleneborgsgatan 6C, högst upp!",1.5,37 ,2211,3800000,3495000,1925
Solna,Bergshamra,"Järvstigen 9 , vån 5 av 5",4,86 ,4030,4600000,4050000,1960
Stockholm,Bromma,"Hunnebergsvägen 16, 2tr",1,31 ,2077,2325000,1995000,1935
Sundbyberg,CentralaSundbyberg,Starrbäcksgatan 6,2,30 ,1528,2500000,2095000,1935
Stockholm,Högalid,Ringvägen 11H,3,74 ,2447,4910000,4795000,1983
Stockholm,Högdalen,"Rangstagatan 18, vån 15 / 15",4,85 ,4858,4150000,4150000,2017
Stockholm,Södermalm,"Hornsgatan 35 B, 2 tr",3,72 ,2550,6150000,5600000,1975
Solna,Bergshamra,Ripstigen 3,4,90 ,4029,5200000,5200000,1960
Stockholm,Stockholm,"Regeringsgatan 70 E, 3 tr",3,79 ,3640,6500000,5500000,1982
Stockholm,Liljeholmskajen,Karaffgatan 4,2,54 ,2925,4350000,3695000,2012
Stockholm,Stockholm,Norrtullsgatan 26A,1,29 ,1328,2950000,2695000,1905
Stockholm,Fruängen,"Agnes Lagerstedts Gata 12, 4 tr",3,68 ,3647,3000000,2595000,1955
Stockholm,Midsommarkransen,"Tellusborgsvägen 92, vån 5/6",2,48 ,2673,3275000,2675000,2012
Stockholm,Stureby,Tussmötevägen 188,3.5,87 ,4951,6220000,5495000,1929
Stockholm,Vasastan,"Torsgatan 78, 2tr",3,70 ,3556,5250000,5250000,1928
Stockholm,Fruängen,"Lina Sandells plan 2, 8 tr",3,68 ,4825,2850000,2850000,1953
Nacka,Finntorp,"Finntorpsvägen 8, 1tr",2,58 ,2888,2550000,2495000,1951
Sollentuna,SollentunaEdsberg,"Lodvägen 14, 4tr",3,75 ,4398,2100000,2195000,1961
Solna,Råsunda,Råsundavägen 133A,1,41 ,2315,2800000,2495000,1940
Stockholm,Fruängen,Ada Nilssons Gata 5,2,58 ,3048,2860000,2590000,2010
Stockholm,Bromma,Holbergsgatan 96A,4,114 ,5586,4050000,3950000,1952
Nacka,Alphyddan,Alphyddevägen 45,3,78.6 ,4172,3000000,2995000,1962
Solna,Huvudsta,Huvudstagatan 13,3,85 ,4981,4200000,3995000,2006
Stockholm,Bromma,Mälarblick 7,1,31 ,1586,2130000,1695000,1963
Stockholm,Blåsut,Garagevägen 22,2,40.5 ,2137,2850000,2495000,2019
Stockholm,Vällingby,Östersundsgatan 7,2,54 ,2731,2300000,1995000,1957
Stockholm,Sofia,Barnängsgränd 6,4,98 ,5800,7400000,7125000,2003
Stockholm,Liljeholmskajen,"Marieviksgatan 48, vån 7 av 7",3,74 ,3935,4750000,4295000,2010
Stockholm,Blackeberg,Björnsonsgatan 150,5,118 ,6432,4600000,4195000,2010
Sollentuna,Silverdal,Johannesbergsplan 22,3,80 ,4913,3930000,3800000,2013
Solna,Järvastaden,Brotorpsvägen 4,2,50 ,2820,2850000,2495000,2015
Stockholm,Östermalm,"Brahegatan 28, 2tr",2.5,53 ,2559,5150000,4995000,1943
Stockholm,Enskede,"Gamla Tyresövägen 351D, 1 tr",2,50 ,2102,3320000,2950000,2012
Stockholm,Kungsholmen,Rålambsvägen 69,2,37 ,2537,3000000,2695000,1935
Stockholm,Bromma,"Registervägen 32, 1tr",2,55 ,2539,2795000,2595000,1945
Stockholm,Enskede,Stora Gungans Väg 6B,2,41.5 ,1952,2950000,2450000,1929
Nacka,Sickla,Sickla Strand 35,1,25 ,1031,2050000,1850000,1948
Sundbyberg,Hallonbergen,Bergshöjden 10,2,68.8 ,3191,1900000,1950000,1972
Stockholm,Gröndal,"Fregattvägen 42, 1tr",2,44.5 ,3026,2550000,2150000,1946
Solna,Råsunda,"Tottvägen 7, 1 tr",2,51.5 ,1632,3060000,2895000,1944
Stockholm,Södermalm,"Wollmar Yxkullsgatan 48D, 1 tr",1.5,38.5 ,2407,3300000,3300000,1927
Stockholm,HammarbySjöstad,Hammarbyterrassen 7,2,55 ,3779,3800000,3495000,2015
Nacka,HammarbySjöstad,"Skeppsmäklargatan 53, 6 tr",2,39 ,2391,2995000,2495000,2019
Stockholm,Östermalm,Brantingsgatan 23,1.5,41 ,2305,3320000,2895000,1939
Stockholm,EnskedeBlåsut,"Blåsutvägen 5, 6tr",3,48 ,3543,2975000,2650000,1943
Stockholm,Älvsjö,Stamgatan 29,2,48 ,3425,2000000,1795000,1958
Stockholm,Stockholm,"Sankt Eriksgatan 2, 2tr",2,58 ,2108,4750000,4195000,1927
Stockholm,Vasastan,"Birger Jarlsgatan 95, 4 tr",2,55 ,2198,5360000,4975000,1916
Stockholm,Kungsholmen,"Alströmergatan 32C, högst upp",2,36 ,1699,3575000,2995000,1929
Stockholm,Kungsholmen,"Lindhagensgatan 141, 7tr",3,89 ,5004,7150000,6600000,2013
Stockholm,Södermalm,Svartensgatan 8A,3.5,87 ,3204,9000000,7750000,1892
Stockholm,Norrmalm,"Rehnsgatan 10A, 1 tr ö.g",1,20 ,1208,2410000,1950000,1887
Solna,Huvudsta,"Storgatan 72A, vån 9/9",1,46 ,2626,2775000,2495000,2013
Stockholm,Vasastan,"Sigtunagatan 11 B, 3tr ö.g.",1.5,43 ,2240,4250000,3775000,1901
Stockholm,Bandhagen,Sjösavägen 17,1,36.3 ,2093,2300000,1890000,1953
Solna,Frösunda,"Gustav III:s Boulevard 92, 5 tr",2,64 ,3519,3540000,2995000,2011
Solna,Råsunda,Edvin Adolphsons Väg 12,3,70.5 ,4559,5075000,5075000,2008
Stockholm,Midsommarkransen,Vattenledningsvägen 83,2,43 ,2880,2900000,2495000,1946
Stockholm,Vasastan,Atlasgatan 6 - Townhouse,4,103 ,3822,8750000,7775000,1929
Stockholm,Södermalm,Kvarngatan 20,2,71 ,2619,7100000,5950000,1893
Stockholm,Farsta,Larsbodavägen 80 8tr,5,123 ,6987,3500000,3250000,1958
Stockholm,Hammarbyhöjden,Finn Malmgrens väg 3B (55+ boende),2,68 ,5763,2450000,2450000,1992
Stockholm,Södermalm,Repslagargatan 18,4,99.5 ,6469,7000000,6495000,1991
Stockholm,Örnsberg,"Hägerstensvägen 209, 2 tr",1,23 ,2202,2175000,2245000,1938
Stockholm,Stockholm,Ludvigsbergsgatan 39,3,81 ,2240,6500000,5995000,1963
Solna,VästraSkogen,"Infanterigatan 25, vån 10/10",2,59.5 ,2772,3200000,2595000,1962
Nacka,Ektorp,Frihetsvägen 85,2,59.2 ,3181,2400000,2295000,1985
